User ID: Amara Moore
- 
[2023-03-19 15:32:12] [fraudulent] User Amara Moore logged in from IP address 192.168.1.5, device ID C2B7E0F32F9, using browser Chrome version 99.0.4844.51 on Windows 10.
[2023-03-19 18:11:58] [fraudulent] User Amara Moore logged in from IP address 192.168.1.20, device ID DF5C1B2C9E9, using browser Firefox version 109 on Windows 11.
[2023-03-19 18:14:57] [fraudulent] User Amara Moore logged in from IP address 172.16.30.113, device ID FD1A8CBCDEC, using browser Internet Explorer version 20 on macOS 19.
[2023-03-19 18:17:40] [fraudulent] User Amara Moore logged in from IP address 10.0.0.15, device ID C2B7E0F32FB, using browser Edge version 102 on iOS 26.
[2023-03-19 18:19:49] [fraudulent] User Amara Moore logged in from IP address 172.16.30.116, device ID EE8F6A0B0C9, using browser Safari version 28 on Windows 8.
[2023-03-19 18:21:58] [fraudulent] User Amara Moore logged in from IP address 192.168.1.21, device ID DF5C1B2C9E9, using browser Firefox version 110 on Windows 10.
[2023-03-19 18:24:47] [fraudulent] User Amara Moore logged in from IP address 172.16.30.117, device ID FD1A8CBCDEC, using browser Internet Explorer version 21 on macOS 20.
[2023-03-19 18:27:54] [fraudulent] User Amara Moore logged in from IP address 10.0.0.16, device ID C2B7E0F32FB, using browser Edge version 103 on iOS 27.
[2023-03-19 18:30:41] [fraudulent] User Amara Moore logged in from IP address 172.16.30.118, device ID EE8F6A0B0C9, using browser Safari version 29 on Windows 9.
[2023-03-19 18:34:15] [fraudulent] User Amara Moore logged in from IP address 192.168.1.22, device ID DF5C1B2C9E9, using browser Firefox version 111 on Windows 12.
[2023-03-19 18:37:24] [fraudulent] User Amara Moore logged in from IP address 172.16.30.119, device ID FD1A8CBCDEC, using browser Internet Explorer version 22 on macOS 21.
[2023-03-19 18:40:57] [fraudulent] User Amara Moore logged in from IP address 10.0.0.17, device ID C2B7E0F32FB, using browser Edge version 104 on iOS 28.
[2023-03-19 18:43:56] [fraudulent] User Amara Moore logged in from IP address 172.16.30.120, device ID EE8F6A0B0C9, using browser Safari version 30 on Windows 10.

